,18+,12-17,MA,NV,AR,MN,NJ,OH,NM,KY,NY,KS,MI,CO,IL,WA,LA,DE,OR,AK,MO,MD,CA,CT,AL,WV,NC
KS,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,0,0,0.0,9.323320864390239e-05,8.957992114989477e-17,0.005696300408509082,0.28006773988954753,0.010564860435591756,0.0,2.1684043449710089e-16,0.0,6.398809273861372e-18,0.008311233576247135,1.6141988778180073e-16,0.037867851666418484,0.1691047479170135,4.700016417724662e-16,3.152798680601912e-17,2.8499619853486234e-17,0.0,7.589337309810787e-16,0.3415896551187796,7.062711104616495e-17,0.16378855058320113,2.601366930025939e-15,8.452471819309401e-17,0.003385854916008568
MD,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MI,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,0,0,8.200870598546885e-16,0.07533997910702397,0.05418423851410404,0.0,0.0,0.02970096145070011,0.0,0.0,0.0,0.09724336335173281,0.013272488858525599,0.0,0.04320503778657991,1.1156178881365314e-16,0.21488673910372869,4.8416299389876654e-17,0.01818694641508702,0.0,0.0,0.0,0.0,0.0,0.0,0.08198492302008477,1.506207048270775e-16
MO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,0,0,0.0,0.0,0.1149156073368875,9.222433333530852e-18,0.0,0.12260695411861541,0.0,0.0,7.187770639552004e-16,2.2188203094439547e-18,8.512441996638941e-17,1.0438641140339796e-16,0.04315984955512792,5.0597530827031764e-17,1.8832591736073212e-16,6.851087960284769e-17,0.06302764307591789,0.0,8.17217387510949e-18,0.0,5.486908727562989e-16,2.980981038791373e-16,0.19780641062558024,0.10473276958637497,8.210231263580781e-17
NE,0,0,0.25329477101889725,3.6942156148370153e-16,0.0,0.03108442244221131,7.537727340040355e-18,0.05826576476617234,0.0,0.0,3.9009690486103834e-16,1.773816884323071e-17,0.0,0.0,0.04251447438712485,0.039986028062558236,0.0,0.037035546878762635,0.02945521200890802,0.08630167090505146,0.0,0.0,1.7046527834607812e-18,1.1268046149372193e-15,3.796333906957994e-16,0.010907034758574746,0.006765260094821071
NV,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NH,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NY,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,0,0,2.061939037429941e-15,0.12258548518850615,0.17024023029608087,5.918869881474275e-17,0.07156718488331526,2.0607753027123557e-17,0.1048595250952174,0.02822337511406515,0.0,0.04866655904977663,7.138362477393401e-17,2.6939906984746094e-16,0.027241103427210825,0.0,0.37221947772648795,0.08078371671777508,0.01468126807533947,0.039600120187984936,0.0,1.0280298360695434e-16,1.6637414142315975e-16,0.0,0.2375474279794508,8.49692203860975e-18,0.0
OH,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OK,0,0,3.0716437466884945e-16,6.877229905347115e-17,0.0,1.3094674848205132e-16,0.0,7.046574272078583e-18,7.393771703518806e-17,8.616696765828546e-17,0.0,1.199781846168003e-16,0.03427409477806681,6.074532381963633e-17,0.041720182962401604,0.0,2.0578157233774874e-16,1.0986424597758189e-16,5.177065373618284e-18,0.0,7.121853020514157e-17,0.0,0.0,2.498521880169719e-16,0.0,0.034622400781859845,0.0
OR,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,0,0,3.518140822941774e-16,1.3037531124138191e-17,0.0,0.1778356575275641,1.3853009697363694e-16,3.7402327417985954e-17,1.0779680099937128e-16,1.3704315460216776e-16,0.13707382136318946,0.004406762073963225,0.02358915443115308,0.20594271816261936,0.027432437978383684,0.042946527681854425,0.0,0.07251998013912729,0.018002446994797583,0.0,9.331962176121146e-16,2.3060784545254653e-18,0.20528740764189565,5.844103924157313e-16,0.0,1.2167560938671154e-17,0.0
RI,0,0,0.0,6.953259582692661e-16,1.1236424362959487e-16,5.76010203141432e-17,0.06740223807938268,3.60214630389113e-17,0.0,0.015062236106032027,0.14898577760104864,5.064483801144838e-17,0.08740440304207953,0.0,0.025906894192042517,0.0,0.0,0.16119931825775455,0.009333409526879648,2.5807717710820536e-17,2.571429789998582e-16,2.7938359027634287e-16,0.0,0.17940344610650125,0.0,0.09212637919992546,0.0
SC,0,0,0.0,0.11463947530644825,1.3597126533005574e-16,0.0,0.2519448492430413,0.009940341725216326,0.0,0.04182241035163383,1.7378084613366733e-15,7.446398270908534e-17,0.051478935457830055,1.389205679873736e-16,0.021969044760634528,0.0,2.9891453895425357e-16,0.1349330892552654,0.0,0.0,2.731339930245259e-16,8.151397976608373e-17,0.0,0.0,2.1307554245314497e-15,0.023362011181589162,0.02104525497359856
SD,0,0,0.0,0.03956175712670605,0.020501756763105203,7.874778925111936e-17,1.2662216282283901e-16,4.8841519923715526e-18,0.03678511840717685,2.3635607360183997e-17,0.0,4.412506773808828e-18,7.988137289392033e-17,0.0,0.04189518234618216,2.638374734944432e-17,0.0,1.0432805045279306e-16,0.05418000381531278,0.034028847854759486,0.14565495214548455,6.760000699642001e-16,6.371278577772901e-16,0.0,2.31829529531713e-16,0.11246067602086084,0.0
TN,0,0,4.9943791508948645e-17,0.0,0.3203388170283111,5.780802218443372e-17,3.578958659350361e-16,0.30950688767939416,1.8325727220436239e-16,0.0,2.382785513130557e-15,0.030374805459691158,8.275454966995356e-17,6.414472110719764e-17,0.043328032044598244,0.0,5.944680511738021e-16,3.798223394787192e-18,0.022629389516409137,0.08192222323288353,0.0,0.0,9.711579950785212e-17,0.0,0.0,0.03547385075630259,0.09375371395708035
TX,0,0,2.6317186916980535e-16,1.0287952570553934e-16,0.0,0.0,0.0,1.0677766769529533e-18,0.028955504033691556,0.16324871718988856,0.0,2.9931960298987446e-17,5.687519045833269e-17,2.23038890569735e-16,0.042092077968338505,0.0,1.1460016963171782e-15,2.029107773912566e-16,0.054280100931664174,4.12603867306408e-16,0.12007310587351981,2.1856096311758769e-16,0.0,0.0,0.009595015019192413,0.12007535870934351,0.0
UT,0,0,4.222190869782781e-17,0.06468544378925985,0.09646421527705608,0.0,0.013355111626313103,1.8873036974660558e-17,0.28829384460846974,0.0,0.026649133203517486,2.8677675882981254e-17,0.0,8.674625914508791e-17,0.04171186056234786,1.962163802131299e-16,1.2663481374630692e-16,0.0,0.056301892267804333,0.0,0.04292850051253698,0.0,0.004883509956807839,0.0,0.004616032192167572,5.501927452992682e-17,0.08743851822101614
VT,0,0,0.7048377205249963,0.0,1.710871028182126e-16,0.09062490639436127,0.0,6.338662182170825e-18,0.0,5.3396956994911093e-17,1.3972277522561466e-16,2.7262678310171218e-17,0.05302705404210284,1.2682250898690156e-17,0.042973591400797734,0.1841895812637198,0.0,0.09091342242734911,0.11067490983322102,0.008179196340524629,0.0,0.0,0.0,1.1744699931444918e-15,2.333338600460366e-16,0.0429842713435384,0.0
VA,0,0,2.158277793246122e-15,0.0,1.588356182691264e-17,0.1982888491810906,0.0,0.14556460890760112,0.0,0.0,0.0,0.0902316273275068,6.321568760962459e-17,0.4081643690472404,0.04290018133234527,5.4493687595299476e-17,0.0,0.0,1.620882247865829e-17,0.03801044317007424,4.928906841833573e-16,0.06649125827701499,0.35340613680434,0.0,0.0,2.0952105676627165e-16,0.15019328538054003
WA,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WV,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WI,0,0,1.1986248942187859e-16,0.04984765816770835,2.6793346187548028e-17,0.20698244047907233,0.03134629805771012,0.052688278968587014,3.461315435659973e-17,0.0,0.1457817934185769,0.10463789076415367,0.0260011559051942,0.0,0.02703148087166592,0.13126740520632596,2.426444462022559e-16,1.210649288287108e-16,0.02828555576053247,0.0,0.0,0.0,0.0,2.382973304774523e-16,0.0,7.74158992265592e-18,0.0534275358194362
WY,0,0,0.0,3.36421157858674e-16,7.942040680264191e-17,0.1547376696100134,0.0,2.786625842129615e-17,2.5955800009302976e-16,0.0,0.0475771488169014,3.2760390730231707e-18,0.09982411405322875,0.1443996865122133,0.027419882862765567,1.5326522084435892e-16,0.0,0.08111052820738152,0.02291926663611761,0.028167631475406508,6.894838248085631e-16,7.283175212379193e-16,0.10335968666790223,2.7129514881218066e-16,0.0,1.2725836423453312e-17,0.0528766734365745
