,MA,NV,AR,MN,NJ,OH,NM,KY,NY,KS,MI,CO,IL,WA,LA,DE,OR,AK,MO,MD,CA,CT,AL,WV,NC,ME,HI
2021-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,57.70335252987507,59.226443922073294,55.6775490533288,58.35646172183851,58.51331796274791,55.07932614854275,53.546756571693265,57.04027263619501,54.30180919329956,56.444176933690485,57.78238447497444,59.25633134170753,57.636947197106096,55.45571875144193,54.25070760791544,56.78699520232854,55.62781862923789,52.44443796933843,55.04338048753354,52.83155167495675,55.54116997716752,54.376684535747614,53.79941964334708,52.86092282672653,56.85387419181143,56.072018617103105,51.93920380159175
2021-03-06,59.633268937932804,60.87175789289772,57.306414962405135,60.08658048623762,60.153286897220916,56.48679681007189,55.38365898446111,58.75180034986954,56.024392166270786,58.28610924868349,59.37948779036163,60.482037485777205,59.32933824594854,57.13063747305194,55.86856161199189,58.85154556641227,57.23978841616885,53.77751141280526,55.86228751677534,54.22457640036093,57.54113933123994,56.18156394154579,55.07574269001287,53.75167692610606,58.63713708063321,57.81317693272942,54.293837538187105
2021-03-07,61.27965642772615,62.018942873571625,58.55229473772228,61.63759105581349,61.424260844582605,57.91904240079815,56.30526630512642,60.183438246425034,56.81298249218125,59.76731801317849,60.51950784388864,61.81262553342875,60.50755325658845,58.42340818153472,56.91089874100835,60.475917680328955,58.627112252460236,55.29005434474516,56.43362297795263,55.73875204429733,58.70543019479775,58.52163257412402,56.33540348988485,55.38605089272601,60.26324117740351,60.39178725825014,56.768980022469115
2021-03-08,62.871499043883865,62.55820987498934,59.15387757403128,63.4166836413937,62.15604935365702,58.70610271268588,57.6901186119543,60.97157485046519,57.40641594628936,60.85173051763909,61.86876568591187,62.556605588557794,61.381203471902985,59.9531051992649,57.312162872063034,61.713462612034746,59.334842058970146,55.96018562860919,57.918984651349106,56.79493260064154,60.77297352478612,60.395443206374466,56.94256408586787,56.108847978669054,61.12838898995574,62.427930512707974,59.29603048318771
2021-03-09,64.49390762126264,63.08162808848499,59.70612598763064,64.77210837600374,63.09446355120698,59.5992122820945,58.809618827747485,61.79444449387709,58.02131942780623,61.595626818392375,62.42143826557785,64.0932158788948,62.272956877413904,61.23947154630423,57.67183840122987,62.78929612639679,60.17597466372109,56.43576924481975,58.54991994396077,58.255968949766675,61.79126696000665,62.25655833114333,57.236489413517425,56.48251190561242,62.047559464941486,64.53606879338552,61.089079317006146
2021-03-10,65.7109082766334,63.73094680051743,60.59868484520168,65.87626463460225,64.0122031088439,60.710482126233444,59.99881773869257,62.68411839286436,58.7997707921857,62.616127848259026,63.21811109563355,65.18017842249563,63.20828604506853,62.32704522900629,58.18185042276717,63.82524938447931,61.098932213545815,57.202070887145744,59.38593132168488,59.31714085181556,62.93409939450217,63.37966510058147,58.07963385603819,57.52918419185385,62.94401617410849,65.64279778140482,62.309604442577985
2021-03-11,67.09214845895394,64.54749947447527,61.589395216977636,67.13378956602195,65.07470414770346,61.9269941869061,61.18998048929722,63.775706572912966,59.77171563132127,63.92406468381184,64.34555288662402,66.46914737851333,64.29601572816728,63.60785534649901,59.39749092636402,65.17568548167986,62.26011435130783,58.311377788050855,60.45486198186862,61.09446317960881,64.01245090477407,65.08896371169959,59.2000413794147,58.592796912057466,64.14110272922345,67.29742592151786,64.01863997336497
2021-03-12,67.82180090399692,64.75144084781311,61.86743187680907,68.02844882140565,65.35506420016677,62.26449282029982,62.08188747597185,64.09905014988047,60.28869454695113,64.37306851126667,64.68045124088202,66.65036544485686,64.70474240101203,64.30697442392928,59.74760094174863,65.76961142847215,62.55127893265618,58.75926026667494,60.642441502842956,61.388297963043385,65.12826548433225,65.77048304907821,59.4045542815076,58.87638566153696,64.52562915793214,68.06259593025003,65.13668285109115
2021-03-13,69.19058692140004,65.57016211851246,62.45313699397816,69.64889720489683,66.39638412151176,62.61638487590945,62.92523945195874,64.98334976341302,60.81479800955867,65.33003715006765,65.36375577260975,67.3418079787785,65.65463335662861,65.33515385389836,60.09771095713324,67.40086481049197,63.166779510938824,59.36909492420407,61.28317485729975,62.48083945913383,66.76337963244852,68.51755130070917,59.60906718360051,59.15997441101645,64.91015558664083,71.42261783427354,69.01254645658216
2021-03-14,69.77127494114174,65.94461938684168,63.258633753199334,70.35943288692786,66.92018566709628,63.23149688274992,64.0782634605477,65.5561110522891,61.19002088131765,65.86181255855735,65.62178286359446,67.84494740997637,66.27176907754045,66.39347484550969,60.45472003184873,67.98517933294895,63.89146930900685,59.90136144228979,61.81040038412001,63.06553292903833,68.00695103662562,68.64350437291665,60.11127720916282,59.74802052274333,65.40296656950301,71.42261783427354,69.44359837938586
2021-03-15,70.61804034600117,66.22393278562363,63.63141668553549,71.32766863893717,67.44116816904909,63.79384345464089,64.75308990766075,66.12105135679415,61.638055381171576,66.55481647200936,66.18184172598578,68.49090207207712,66.80439026127563,67.16024334476626,60.81409998785868,68.77956189192973,64.40121700648473,60.453125004464994,62.22908795452778,63.857865356652994,68.93871158763244,70.05071667173047,60.315790111255716,60.26922684221997,65.92991772109295,73.00175336058145,71.25920885519673
