,18+,12-17,MA,NV,AR,MN,NJ,OH,NM,KY,NY,KS,MI,CO,IL,WA,LA,DE,OR,AK,MO,MD,CA,CT,AL,WV,NC,ME,HI
AL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AK,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ,0,0,0.0,0.04963758293767804,0.03147840110467385,0.0,0.0,0.0003114423907518614,0.04369802303582315,0.06211046088687561,0.07921847247925382,0.012050123448350342,0.0,0.0,0.023761148169867602,1.0088852850925228e-16,0.13192004547136654,0.0,0.04206070349582554,0.18394759465971838,0.16797587578733028,3.125599179177018e-15,0.0,0.0,0.0729548900644519,0.299488813828276,3.77006287739886e-17,0.0,0.0
AR,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,0,0,4.528634871856266e-15,1.2005607682733228e-16,0.029170196043914656,5.135216924785043e-16,2.7898981536413633e-16,4.4143969079105116e-17,0.019316569380874987,0.028866876310736995,0.05047095921637973,7.994429658425395e-19,0.0032674581288035915,1.761424916405577e-16,2.0851429096980383e-18,0.0,0.0,0.1899570145849943,0.043972121513499635,4.240890678994941e-16,0.0,2.7111965479784242e-15,0.0,4.624248197585056e-16,9.535469643588696e-05,1.9443810710811915e-16,1.642975746333543e-16,0.0,2.0132904074235542e-15
GA,0,0,0.0,9.12509751711913e-17,0.029185577293783318,0.0,3.2484108471316236e-16,0.05489904938645338,0.04371143748804594,0.00975661290630264,0.17064132830545983,0.02584375772050463,9.843194978584838e-17,0.0,0.002483463909552777,0.0,0.0,1.6207750916785974e-16,0.04404701428043056,0.00034247425251827956,0.16220278806453017,0.0,5.0647669708199114e-17,0.0,0.043193644091847026,0.0,2.032829563960867e-17,2.5421351877645317e-16,3.226740866445437e-16
HI,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID,0,0,1.264301432348654e-15,0.12247363035808645,0.022468595699586605,0.0,8.47963396385697e-17,3.933760689855757e-17,0.04088701951705345,0.07305398321553497,4.4618198223214664e-17,0.05691082285356501,0.05268699855014394,0.017999002105877543,0.005129360563472976,0.0,0.0,0.0,0.0432563538486692,1.6067198569877372e-16,1.8061452940892897e-16,0.0,0.07133534599624686,0.0,0.06314995361743642,4.394135879812189e-16,5.813386410452929e-17,3.9357161999012687e-16,0.0
IL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN,0,0,1.0865927829648935e-15,6.433979989209587e-17,0.0,2.485123366257302e-16,7.607011118848162e-17,2.835188681049594e-17,0.039741560014834976,0.06856663234246219,6.862339514050671e-17,9.89504675435582e-17,0.04837462284650764,0.0,0.07442073901436196,7.025526103755569e-17,3.9280509183878265e-15,1.4779176179674274e-16,0.04028147401859376,0.0003779231795410164,0.0,0.0,0.0,7.580906060167238e-16,6.654290833629783e-17,0.0,0.01813508736057249,3.0861551984901443e-16,7.818018934406096e-17
IA,0,0,0.0,2.348975130162335e-16,0.02395397180614038,0.0,0.0,0.11689103549317764,0.04981836040564837,0.04846818528379124,2.986381618711436e-17,0.02156790453923432,3.927683984615135e-19,1.8804902504670313e-16,0.06444045978030165,1.792029010605991e-17,2.7041357434504087e-16,0.0,0.04082009884540059,0.02309711199781848,7.389515431846516e-16,3.929358151403309e-16,4.937123806870203e-18,2.383993670513586e-16,2.2280354644577116e-17,6.51036035412567e-05,0.1404423818593081,0.038229867726335756,1.203537083306092e-17
KS,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MD,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MI,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,0,0,1.3389022352944742e-15,0.07128702179146969,0.02550766979775487,0.0,0.0,3.284793769452177e-17,0.03540665980352562,4.607859233063394e-19,0.0,0.027470898212962468,2.0394805512574038e-16,0.0,0.0365398045610148,3.8915228323163127e-16,0.0,0.0,0.04358151152001177,0.0,0.0,1.6669460715091076e-15,0.0,0.0,0.09632156554498482,0.472547782422073,0.10370118174902378,0.022263506950907275,1.3112037111490617e-16
MO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,0,0,1.3177381053171623e-15,3.056422466593165e-16,0.1892866282829752,6.355574346599805e-16,6.283195705162753e-16,0.17107068232080663,0.029370573485665404,0.023298620157229957,0.0,2.6921881204138624e-17,0.0,0.065804403121452,0.04259165590969034,0.0,0.0,0.0249076498193001,0.04053585099203484,0.0,0.0,6.391410864558771e-16,0.0,0.0,5.919743861770854e-17,0.01698511831621686,0.12166269630655696,0.14268231312737498,0.0
NE,0,0,0.33726972411456313,2.6394282116275266e-16,0.0,0.19077664316468576,0.49130591334831153,0.006282216465489157,0.01410455080957437,0.00677738392879217,0.01168860404258756,1.100021021616834e-17,0.0,0.19448842729346963,0.08311634214091357,0.048318399809178465,8.997373701115363e-15,0.1244142641504271,0.039728189321872595,0.02702949457689584,0.0,0.04135019552836424,0.12517953727756012,1.1683432410624282e-15,2.6782887466615294e-17,0.0,5.821800989667351e-17,0.0034724752468818262,0.2714855277109915
NV,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NH,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NY,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,0,0,0.0,1.8998933665218926e-17,0.06371766912607137,8.563904628171826e-16,0.0,2.1859924646324302e-17,0.04107246351614409,0.0414970550495515,2.893432626412779e-16,0.0204909706557975,0.0,2.2210827522814236e-16,0.057707544798499245,2.865122276739048e-17,8.448916479636415e-16,5.1015626658340486e-17,0.042202370299660855,0.0,1.4555414165617897e-16,0.0,0.007692311503816463,1.6693667640662154e-16,0.08473993752454627,0.0,3.539023768918529e-17,2.29245668741638e-16,0.0
OH,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OK,0,0,0.0,3.028391929887917e-17,0.007784791910651272,0.0,0.0,1.0889455569901285e-17,0.03443089798621904,0.04127994543592504,0.0,1.1343824051574833e-16,0.13003311782971078,9.000000502471022e-17,0.033564295888161406,4.6523427112188e-17,0.0,9.671028677944685e-18,0.04341770925693841,1.2818996623746581e-16,0.0,1.2169593976222264e-15,0.0,4.567118903196382e-16,0.02457752763780301,2.3302215192144704e-16,0.0,1.9946968579584178e-16,5.796779330630363e-16
OR,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,0,0,5.132715746257181e-16,8.56042216643538e-17,0.028116390269983645,0.0948221204117191,1.4721196496629071e-16,9.917061746453348e-18,0.039323489276954296,0.06561647289322346,1.2267203573594506e-16,0.018552416100058616,0.07031823381506178,0.06385075237098883,0.03865128047082358,0.13179020258417126,0.0,0.07898586009636546,0.043624756624195696,1.2380572370247755e-16,0.0,0.0,0.042816029167428535,0.20448106367685348,0.0,1.338989683019598e-17,0.0,0.06970130405916937,0.0
RI,0,0,8.856290867152612e-16,0.08010590096148947,0.00447474513172132,0.0,0.0,2.878556767949014e-17,0.025335902515924,0.09121514650291922,3.157666654306705e-17,1.797931493112196e-17,0.1097453029365412,0.0,0.026201530395136462,0.0,2.395951275921404e-16,0.019113651010177004,0.04326421093496745,1.8588265350118251e-16,0.0,1.0032836182298813e-15,0.004981175138400352,0.0,0.019407992156087253,9.630425797102493e-17,0.0,2.2950646401574826e-16,1.4888477354844408e-15
SC,0,0,0.07831745492848691,0.05154750777046708,8.775261333554552e-19,1.486493856914764e-16,1.2773668012038524e-16,0.06495265738698042,0.03654104811945285,0.039880104150195696,0.0,2.8035275895302174e-17,9.33413470260343e-17,8.018241141239206e-18,0.014727336972968607,0.0,1.2381182233969779e-15,0.1071553910204172,0.032003140591395925,0.0,1.9447876468958736e-16,1.2229410200390836e-16,0.05130488443283712,2.7840705211665322e-15,2.267337793210311e-17,1.740822113197038e-16,8.330991736470051e-17,2.0806472100688614e-16,5.519985712534205e-16
SD,0,0,1.2899803930249061e-15,0.04322523636365788,0.02414358067736197,0.0,0.0,0.0,0.03627331217976397,0.024481198623774802,0.10381484070692669,9.06277764228017e-05,2.6947707943602845e-17,1.487595135667773e-17,0.024986319948384798,0.0,0.0,0.03647307621583452,0.04344796231246162,0.1216415123915084,0.1859434774662419,2.0512857386168533e-15,1.799091337912094e-17,0.0,0.05730122360543531,1.7753810574450135e-17,9.688729027714751e-18,4.0037682120984386e-16,4.818755924308826e-16
TN,0,0,0.0,6.640570796928108e-17,0.2594430913174185,5.262878887710432e-16,0.0,0.3213727675210287,0.0459128008938807,0.0,0.0,0.03851572407154453,0.0,0.0,0.07489257585580604,3.921003043594645e-17,0.0,3.7383462636373265e-17,0.03354357520783857,0.0,0.0,0.0,2.4190604310545307e-17,0.0,0.0,0.21091318182989308,0.1639586430732107,0.016691017565184964,0.0
TX,0,0,1.1076564723222128e-16,8.61321785541258e-17,0.019241281892535676,6.657727211767723e-16,3.757536529379528e-16,0.01263258795645715,0.036063734007606284,0.04045923926013825,0.11042128441573754,1.5107055913851248e-17,0.010339890194821828,0.0,0.00795284159954462,5.870650100677249e-18,0.0,0.0,0.04364852714835824,0.07084934873546674,0.05556882377450323,1.5732304272576945e-15,9.674305005011498e-17,4.1869383312358706e-16,0.0576262293551402,0.0,0.000141629019455067,0.0,3.004375640448962e-16
UT,0,0,0.0,0.036059332808858556,0.03778434810053989,0.0,0.0,0.07798187460795006,0.047479083504162765,0.0010991106036213067,0.18250748797197838,1.891112147559286e-17,6.331561148783736e-17,1.1617289596658389e-17,0.005164633871558061,0.0,0.0,7.44615453826527e-17,0.04402171050133814,0.0,0.0,0.0,0.01758008516540891,0.0,0.012855881012834214,0.0,0.031616729570047165,0.0,0.0
VT,0,0,0.5844128209569331,1.2078675184378396e-16,5.101315130935863e-18,0.11466220028975799,0.0,0.0,0.019369753583604155,0.032598379417543816,0.17538905103394759,2.66250580970934e-18,0.01983521461908556,0.09761375600855238,0.0732080956117726,0.06484859129241136,1.6382972452613775e-15,0.31032840648719706,0.040499822982715615,4.1325043430642805e-17,0.0,1.2750125652974374e-15,0.03844312916409707,0.0,0.0,1.4902358860813258e-16,0.0,0.12312768692834282,0.5684735998360201
VA,0,0,0.0,4.1494990275883555e-16,0.01859620878516488,0.16105435272423324,0.2443210169135349,0.1445273180084522,0.06875254263250993,0.06694454222080962,1.7970032505299265e-16,0.0918683477611987,6.711735904961763e-17,0.12582149791752434,0.09111187297126914,0.16627017154696952,2.398106127739219e-15,6.451911626753305e-17,0.04271777267798768,3.747273758653025e-17,9.764866866490696e-16,0.0,0.10141581954624418,0.05333776336723953,1.1716935693819032e-17,0.0,0.05614690103184805,0.4548862585165253,0.0022627047764591022
